Input file: knap_500.inst.dat, solution file: knap_500.sol.dat
Instances: 300, Iterations: 50, KeepBest: 30, KeepWorst: 21, Cross: 21, MutationFactor: 0.05
Time: 0.028612
Error: 28.8436

Gen: 0
BestSol: 70090
GenAvgPrice: 60717.5
GenAvgWeight: 11932.9
GenError: 36.6326

Total best: 84078
Time: 0.036128
Error: 23.9863

Gen: 0
BestSol: 15830
GenAvgPrice: 11273.9
GenAvgWeight: 958.033
GenError: 41.7608

Total best: 20933
Time: 0.025487
Error: 22.9866

Gen: 0
BestSol: 67996
GenAvgPrice: 60390.5
GenAvgWeight: 12354.3
GenError: 34.8504

Total best: 77723
Time: 0.034977
Error: 25.5306

Gen: 0
BestSol: 65773
GenAvgPrice: 57921
GenAvgWeight: 12473.4
GenError: 36.6257

Total best: 77102
Time: 0.039764
Error: 25.7099

Gen: 0
BestSol: 54327
GenAvgPrice: 49148.6
GenAvgWeight: 9576.69
GenError: 36.9259

Total best: 62939
Time: 0.039582
Error: 26.9273

Gen: 0
BestSol: 13565
GenAvgPrice: 10279.6
GenAvgWeight: 1025.59
GenError: 43.8209

Total best: 19017
Time: 0.033668
Error: 21.2416

Gen: 0
BestSol: 11451
GenAvgPrice: 8245
GenAvgWeight: 663.877
GenError: 44.5418

Total best: 16568
Time: 0.031761
Error: 19.7598

Gen: 0
BestSol: 64258
GenAvgPrice: 57016.6
GenAvgWeight: 11021.8
GenError: 33.2128

Total best: 72413
Time: 0.039645
Error: 24.7368

Gen: 0
BestSol: 45258
GenAvgPrice: 40502.6
GenAvgWeight: 6897.6
GenError: 40.7339

Total best: 54391
Time: 0.032637
Error: 28.774

Gen: 0
BestSol: 43268
GenAvgPrice: 37425.8
GenAvgWeight: 6187.47
GenError: 38.0434

Total best: 51352
Time: 0.02771
Error: 26.4677

Gen: 0
BestSol: 67874
GenAvgPrice: 59111.5
GenAvgWeight: 11688.6
GenError: 43.9433

Total best: 81749
Time: 0.029601
Error: 32.484

Gen: 0
BestSol: 42863
GenAvgPrice: 37621.3
GenAvgWeight: 6536.25
GenError: 40.1062

Total best: 51448
Time: 0.032274
Error: 28.1101

Gen: 0
BestSol: 68535
GenAvgPrice: 60475.7
GenAvgWeight: 11926.4
GenError: 31.6509

Total best: 76195
Time: 0.030812
Error: 24.0117

Gen: 0
BestSol: 49338
GenAvgPrice: 42958.1
GenAvgWeight: 7508.19
GenError: 37.6392

Total best: 57662
Time: 0.030154
Error: 27.1181

Gen: 0
BestSol: 42689
GenAvgPrice: 36920.1
GenAvgWeight: 5906.84
GenError: 39.8034

Total best: 52061
Time: 0.028784
Error: 26.5878

Gen: 0
BestSol: 61635
GenAvgPrice: 54501.1
GenAvgWeight: 10046.9
GenError: 35.1477

Total best: 69266
Time: 0.030758
Error: 27.1183

Gen: 0
BestSol: 16085
GenAvgPrice: 12482.7
GenAvgWeight: 1176.52
GenError: 45.8964

Total best: 22261
Time: 0.025791
Error: 25.1228

Gen: 0
BestSol: 18440
GenAvgPrice: 14426.4
GenAvgWeight: 1359.91
GenError: 43.8626

Total best: 24838
Time: 0.024318
Error: 24.385

Avg. time: 0.0339047
Total avg. error: 25.9602
